,T1_Spelling,T1_ID,T1_Seed,T2_Spelling,T2_ID,T2_Seed,Predictions
99,usc,3425,1,michigan state,3277,9,0.6218367
100,usc,3425,1,princeton,3343,9,0.7058145
101,usc,3425,1,richmond,3350,10,0.8100989
102,usc,3425,1,marquette,3266,10,0.74514097
103,usc,3425,1,unlv,3424,10,0.8100989
104,usc,3425,1,maryland,3268,10,0.74514097
105,usc,3425,1,middle tennessee,3292,11,0.8100989
106,usc,3425,1,texas a&m,3401,11,0.8100989
107,usc,3425,1,green bay,3453,11,0.74514097
108,usc,3425,1,auburn,3120,11,0.8100989
109,usc,3425,1,arizona,3112,11,0.8100989
110,usc,3425,1,florida gulf coast,3195,12,0.8100989
111,usc,3425,1,south dakota state,3355,12,0.8100989
112,usc,3425,1,columbia,3162,12,0.74514097
113,usc,3425,1,vanderbilt,3435,12,0.8100989
114,usc,3425,1,drake,3179,12,0.74514097
115,usc,3425,1,portland,3339,13,0.8100989
116,usc,3425,1,fairfield,3193,13,0.74514097
117,usc,3425,1,marshall,3267,13,0.8100989
118,usc,3425,1,uc irvine,3414,13,0.8100989
119,usc,3425,1,chattanooga,3151,14,0.8100989
120,usc,3425,1,jackson state,3238,14,0.8100989
121,usc,3425,1,rice,3349,14,0.8100989
122,usc,3425,1,eastern washington,3186,14,0.8100989
123,usc,3425,1,maine,3263,15,0.8100989
124,usc,3425,1,california baptist,3465,15,0.74514097
125,usc,3425,1,kent state,3245,15,0.8100989
126,usc,3425,1,norfolk state,3313,15,0.8100989
127,usc,3425,1,sacred heart,3357,16,0.8100989
128,usc,3425,1,holy cross,3221,16,0.8100989
129,usc,3425,1,presbyterian,3342,16,0.8100989
130,usc,3425,1,drexel,3180,16,0.8100989
131,usc,3425,1,ut martin,3404,16,0.8100989
132,usc,3425,1,a&m-corpus christi,3394,16,0.8100989
133,texas,3400,1,iowa,3234,1,0.4705745
134,texas,3400,1,ohio state,3326,2,0.67087656
135,texas,3400,1,notre dame,3323,2,0.67087656
136,texas,3400,1,ucla,3417,2,0.67087656
137,texas,3400,1,stanford,3390,2,0.65405196
138,texas,3400,1,lsu,3261,3,0.6636456
139,texas,3400,1,uconn,3163,3,0.6636456
140,texas,3400,1,nc state,3301,3,0.7006309
141,texas,3400,1,oregon state,3333,3,0.7006309
142,texas,3400,1,virginia tech,3439,4,0.7006309
143,texas,3400,1,kansas state,3243,4,0.7006309
144,texas,3400,1,indiana,3231,4,0.7006309
145,texas,3400,1,gonzaga,3211,4,0.7006309
146,texas,3400,1,baylor,3124,5,0.7006309
147,texas,3400,1,colorado,3160,5,0.7006309
148,texas,3400,1,utah,3428,5,0.7006309
149,texas,3400,1,oklahoma,3328,5,0.7006309
150,texas,3400,1,tennessee,3397,6,0.7006309
151,texas,3400,1,nebraska,3304,6,0.7006309
152,texas,3400,1,syracuse,3393,6,0.7006309
153,texas,3400,1,louisville,3257,6,0.7006309
154,texas,3400,1,duke,3181,7,0.77847666
155,texas,3400,1,ole miss,3279,7,0.77847666
156,texas,3400,1,creighton,3166,7,0.70661926
157,texas,3400,1,iowa state,3235,7,0.70661926
158,texas,3400,1,kansas,3242,8,0.77847666
159,texas,3400,1,alabama,3104,8,0.77847666
160,texas,3400,1,north carolina,3314,8,0.77847666
161,texas,3400,1,west virginia,3452,8,0.77847666
162,texas,3400,1,michigan,3276,9,0.77847666
163,texas,3400,1,florida state,3199,9,0.77847666
164,texas,3400,1,michigan state,3277,9,0.70661926
165,texas,3400,1,princeton,3343,9,0.77847666
166,texas,3400,1,richmond,3350,10,0.8100989
167,texas,3400,1,marquette,3266,10,0.74514097
168,texas,3400,1,unlv,3424,10,0.8100989
169,texas,3400,1,maryland,3268,10,0.74514097
170,texas,3400,1,middle tennessee,3292,11,0.8100989
171,texas,3400,1,texas a&m,3401,11,0.8100989
172,texas,3400,1,green bay,3453,11,0.74514097
173,texas,3400,1,auburn,3120,11,0.8100989
174,texas,3400,1,arizona,3112,11,0.8100989
175,texas,3400,1,florida gulf coast,3195,12,0.8100989
176,texas,3400,1,south dakota state,3355,12,0.8100989
177,texas,3400,1,columbia,3162,12,0.74514097
178,texas,3400,1,vanderbilt,3435,12,0.8100989
179,texas,3400,1,drake,3179,12,0.74514097
180,texas,3400,1,portland,3339,13,0.8100989
181,texas,3400,1,fairfield,3193,13,0.74514097
182,texas,3400,1,marshall,3267,13,0.8100989
183,texas,3400,1,uc irvine,3414,13,0.8100989
184,texas,3400,1,chattanooga,3151,14,0.8100989
185,texas,3400,1,jackson state,3238,14,0.8100989
186,texas,3400,1,rice,3349,14,0.8100989
187,texas,3400,1,eastern washington,3186,14,0.8100989
188,texas,3400,1,maine,3263,15,0.8100989
189,texas,3400,1,california baptist,3465,15,0.74514097
190,texas,3400,1,kent state,3245,15,0.8100989
191,texas,3400,1,norfolk state,3313,15,0.8100989
192,texas,3400,1,sacred heart,3357,16,0.8100989
193,texas,3400,1,holy cross,3221,16,0.8100989
194,texas,3400,1,presbyterian,3342,16,0.8100989
195,texas,3400,1,drexel,3180,16,0.8100989
196,texas,3400,1,ut martin,3404,16,0.8100989
197,texas,3400,1,a&m-corpus christi,3394,16,0.8100989
198,iowa,3234,1,ohio state,3326,2,0.6967604
199,iowa,3234,1,notre dame,3323,2,0.6967604
200,iowa,3234,1,ucla,3417,2,0.6967604
201,iowa,3234,1,stanford,3390,2,0.6806291
202,iowa,3234,1,lsu,3261,3,0.68983525
203,iowa,3234,1,uconn,3163,3,0.68983525
204,iowa,3234,1,nc state,3301,3,0.7251335
205,iowa,3234,1,oregon state,3333,3,0.7251335
206,iowa,3234,1,virginia tech,3439,4,0.7251335
207,iowa,3234,1,kansas state,3243,4,0.7251335
208,iowa,3234,1,indiana,3231,4,0.7251335
209,iowa,3234,1,gonzaga,3211,4,0.7251335
210,iowa,3234,1,baylor,3124,5,0.7251335
211,iowa,3234,1,colorado,3160,5,0.7251335
212,iowa,3234,1,utah,3428,5,0.7251335
213,iowa,3234,1,oklahoma,3328,5,0.7251335
214,iowa,3234,1,tennessee,3397,6,0.7251335
215,iowa,3234,1,nebraska,3304,6,0.7251335
216,iowa,3234,1,syracuse,3393,6,0.7251335
217,iowa,3234,1,louisville,3257,6,0.7251335
218,iowa,3234,1,duke,3181,7,0.78075445
219,iowa,3234,1,ole miss,3279,7,0.78075445
220,iowa,3234,1,creighton,3166,7,0.70936006
221,iowa,3234,1,iowa state,3235,7,0.70936006
222,iowa,3234,1,kansas,3242,8,0.78075445
223,iowa,3234,1,alabama,3104,8,0.78075445
224,iowa,3234,1,north carolina,3314,8,0.78075445
225,iowa,3234,1,west virginia,3452,8,0.78075445
226,iowa,3234,1,michigan,3276,9,0.78075445
227,iowa,3234,1,florida state,3199,9,0.78075445
228,iowa,3234,1,michigan state,3277,9,0.70936006
229,iowa,3234,1,princeton,3343,9,0.78075445
230,iowa,3234,1,richmond,3350,10,0.8100989
231,iowa,3234,1,marquette,3266,10,0.74514097
232,iowa,3234,1,unlv,3424,10,0.8100989
233,iowa,3234,1,maryland,3268,10,0.74514097
234,iowa,3234,1,middle tennessee,3292,11,0.8100989
235,iowa,3234,1,texas a&m,3401,11,0.8100989
236,iowa,3234,1,green bay,3453,11,0.74514097
237,iowa,3234,1,auburn,3120,11,0.8100989
238,iowa,3234,1,arizona,3112,11,0.8100989
239,iowa,3234,1,florida gulf coast,3195,12,0.8100989
240,iowa,3234,1,south dakota state,3355,12,0.8100989
241,iowa,3234,1,columbia,3162,12,0.74514097
242,iowa,3234,1,vanderbilt,3435,12,0.8100989
243,iowa,3234,1,drake,3179,12,0.74514097
244,iowa,3234,1,portland,3339,13,0.8100989
245,iowa,3234,1,fairfield,3193,13,0.74514097
246,iowa,3234,1,marshall,3267,13,0.8100989
247,iowa,3234,1,uc irvine,3414,13,0.8100989
248,iowa,3234,1,chattanooga,3151,14,0.8100989
249,iowa,3234,1,jackson state,3238,14,0.8100989
250,iowa,3234,1,rice,3349,14,0.8100989
251,iowa,3234,1,eastern washington,3186,14,0.8100989
252,iowa,3234,1,maine,3263,15,0.8100989
253,iowa,3234,1,california baptist,3465,15,0.74514097
254,iowa,3234,1,kent state,3245,15,0.8100989
255,iowa,3234,1,norfolk state,3313,15,0.8100989
256,iowa,3234,1,sacred heart,3357,16,0.8100989
257,iowa,3234,1,holy cross,3221,16,0.8100989
258,iowa,3234,1,presbyterian,3342,16,0.8100989
259,iowa,3234,1,drexel,3180,16,0.8100989
260,iowa,3234,1,ut martin,3404,16,0.8100989
261,iowa,3234,1,a&m-corpus christi,3394,16,0.8100989
262,ohio state,3326,2,notre dame,3323,2,0.50373614
263,ohio state,3326,2,ucla,3417,2,0.47559568
264,ohio state,3326,2,stanford,3390,2,0.47108433
265,ohio state,3326,2,lsu,3261,3,0.500642
266,ohio state,3326,2,uconn,3163,3,0.500642
267,ohio state,3326,2,nc state,3301,3,0.5618179
268,ohio state,3326,2,oregon state,3333,3,0.5618179
269,ohio state,3326,2,virginia tech,3439,4,0.56895447
270,ohio state,3326,2,kansas state,3243,4,0.56895447
271,ohio state,3326,2,indiana,3231,4,0.56895447
272,ohio state,3326,2,gonzaga,3211,4,0.56895447
273,ohio state,3326,2,baylor,3124,5,0.56895447
274,ohio state,3326,2,colorado,3160,5,0.56895447
275,ohio state,3326,2,utah,3428,5,0.56895447
276,ohio state,3326,2,oklahoma,3328,5,0.56895447
277,ohio state,3326,2,tennessee,3397,6,0.56895447
278,ohio state,3326,2,nebraska,3304,6,0.56895447
279,ohio state,3326,2,syracuse,3393,6,0.56895447
280,ohio state,3326,2,louisville,3257,6,0.56895447
281,ohio state,3326,2,duke,3181,7,0.56895447
282,ohio state,3326,2,ole miss,3279,7,0.56895447
283,ohio state,3326,2,creighton,3166,7,0.56895447
284,ohio state,3326,2,iowa state,3235,7,0.56895447
285,ohio state,3326,2,kansas,3242,8,0.7085597
286,ohio state,3326,2,alabama,3104,8,0.7085597
287,ohio state,3326,2,north carolina,3314,8,0.7085597
288,ohio state,3326,2,west virginia,3452,8,0.7085597
289,ohio state,3326,2,michigan,3276,9,0.7085597
290,ohio state,3326,2,florida state,3199,9,0.7085597
291,ohio state,3326,2,michigan state,3277,9,0.6249492
292,ohio state,3326,2,princeton,3343,9,0.7085597
293,ohio state,3326,2,richmond,3350,10,0.7085597
294,ohio state,3326,2,marquette,3266,10,0.6249492
295,ohio state,3326,2,unlv,3424,10,0.7085597
296,ohio state,3326,2,maryland,3268,10,0.6249492
297,ohio state,3326,2,middle tennessee,3292,11,0.8100989
298,ohio state,3326,2,texas a&m,3401,11,0.8100989
299,ohio state,3326,2,green bay,3453,11,0.74514097
300,ohio state,3326,2,auburn,3120,11,0.8100989
301,ohio state,3326,2,arizona,3112,11,0.8100989
302,ohio state,3326,2,florida gulf coast,3195,12,0.8100989
303,ohio state,3326,2,south dakota state,3355,12,0.8100989
304,ohio state,3326,2,columbia,3162,12,0.74514097
305,ohio state,3326,2,vanderbilt,3435,12,0.8100989
306,ohio state,3326,2,drake,3179,12,0.74514097
307,ohio state,3326,2,portland,3339,13,0.8100989
308,ohio state,3326,2,fairfield,3193,13,0.74514097
309,ohio state,3326,2,marshall,3267,13,0.8100989
310,ohio state,3326,2,uc irvine,3414,13,0.8100989
311,ohio state,3326,2,chattanooga,3151,14,0.8100989
312,ohio state,3326,2,jackson state,3238,14,0.8100989
313,ohio state,3326,2,rice,3349,14,0.8100989
314,ohio state,3326,2,eastern washington,3186,14,0.8100989
315,ohio state,3326,2,maine,3263,15,0.8100989
316,ohio state,3326,2,california baptist,3465,15,0.74514097
317,ohio state,3326,2,kent state,3245,15,0.8100989
318,ohio state,3326,2,norfolk state,3313,15,0.8100989
319,ohio state,3326,2,sacred heart,3357,16,0.8100989
320,ohio state,3326,2,holy cross,3221,16,0.8100989
321,ohio state,3326,2,presbyterian,3342,16,0.8100989
322,ohio state,3326,2,drexel,3180,16,0.8100989
323,ohio state,3326,2,ut martin,3404,16,0.8100989
324,ohio state,3326,2,a&m-corpus christi,3394,16,0.8100989
325,notre dame,3323,2,ucla,3417,2,0.4722903
326,notre dame,3323,2,stanford,3390,2,0.46778235
327,notre dame,3323,2,lsu,3261,3,0.4973277
328,notre dame,3323,2,uconn,3163,3,0.4973277
329,notre dame,3323,2,nc state,3301,3,0.55855155
330,notre dame,3323,2,oregon state,3333,3,0.55855155
331,notre dame,3323,2,virginia tech,3439,4,0.5657003
332,notre dame,3323,2,kansas state,3243,4,0.5657003
333,notre dame,3323,2,indiana,3231,4,0.5657003
334,notre dame,3323,2,gonzaga,3211,4,0.5657003
335,notre dame,3323,2,baylor,3124,5,0.5657003
336,notre dame,3323,2,colorado,3160,5,0.5657003
337,notre dame,3323,2,utah,3428,5,0.5657003
338,notre dame,3323,2,oklahoma,3328,5,0.5657003
339,notre dame,3323,2,tennessee,3397,6,0.5657003
340,notre dame,3323,2,nebraska,3304,6,0.5657003
341,notre dame,3323,2,syracuse,3393,6,0.5657003
342,notre dame,3323,2,louisville,3257,6,0.5657003
343,notre dame,3323,2,duke,3181,7,0.5657003
344,notre dame,3323,2,ole miss,3279,7,0.5657003
345,notre dame,3323,2,creighton,3166,7,0.5657003
346,notre dame,3323,2,iowa state,3235,7,0.5657003
347,notre dame,3323,2,kansas,3242,8,0.7058145
348,notre dame,3323,2,alabama,3104,8,0.7058145
349,notre dame,3323,2,north carolina,3314,8,0.7058145
350,notre dame,3323,2,west virginia,3452,8,0.7058145
351,notre dame,3323,2,michigan,3276,9,0.7058145
352,notre dame,3323,2,florida state,3199,9,0.7058145
353,notre dame,3323,2,michigan state,3277,9,0.6218367
354,notre dame,3323,2,princeton,3343,9,0.7058145
355,notre dame,3323,2,richmond,3350,10,0.7058145
356,notre dame,3323,2,marquette,3266,10,0.6218367
357,notre dame,3323,2,unlv,3424,10,0.7058145
358,notre dame,3323,2,maryland,3268,10,0.6218367
359,notre dame,3323,2,middle tennessee,3292,11,0.8100989
360,notre dame,3323,2,texas a&m,3401,11,0.8100989
361,notre dame,3323,2,green bay,3453,11,0.74514097
362,notre dame,3323,2,auburn,3120,11,0.8100989
363,notre dame,3323,2,arizona,3112,11,0.8100989
364,notre dame,3323,2,florida gulf coast,3195,12,0.8100989
365,notre dame,3323,2,south dakota state,3355,12,0.8100989
366,notre dame,3323,2,columbia,3162,12,0.74514097
367,notre dame,3323,2,vanderbilt,3435,12,0.8100989
368,notre dame,3323,2,drake,3179,12,0.74514097
369,notre dame,3323,2,portland,3339,13,0.8100989
370,notre dame,3323,2,fairfield,3193,13,0.74514097
371,notre dame,3323,2,marshall,3267,13,0.8100989
372,notre dame,3323,2,uc irvine,3414,13,0.8100989
373,notre dame,3323,2,chattanooga,3151,14,0.8100989
374,notre dame,3323,2,jackson state,3238,14,0.8100989
375,notre dame,3323,2,rice,3349,14,0.8100989
376,notre dame,3323,2,eastern washington,3186,14,0.8100989
377,notre dame,3323,2,maine,3263,15,0.8100989
378,notre dame,3323,2,california baptist,3465,15,0.74514097
379,notre dame,3323,2,kent state,3245,15,0.8100989
380,notre dame,3323,2,norfolk state,3313,15,0.8100989
381,notre dame,3323,2,sacred heart,3357,16,0.8100989
382,notre dame,3323,2,holy cross,3221,16,0.8100989
383,notre dame,3323,2,presbyterian,3342,16,0.8100989
384,notre dame,3323,2,drexel,3180,16,0.8100989
385,notre dame,3323,2,ut martin,3404,16,0.8100989
386,notre dame,3323,2,a&m-corpus christi,3394,16,0.8100989
387,ucla,3417,2,stanford,3390,2,0.49767926
388,ucla,3417,2,lsu,3261,3,0.52724224
389,ucla,3417,2,uconn,3163,3,0.52724224
390,ucla,3417,2,nc state,3301,3,0.58784217
391,ucla,3417,2,oregon state,3333,3,0.58784217
392,ucla,3417,2,virginia tech,3439,4,0.59486055
393,ucla,3417,2,kansas state,3243,4,0.59486055
394,ucla,3417,2,indiana,3231,4,0.59486055
395,ucla,3417,2,gonzaga,3211,4,0.59486055
396,ucla,3417,2,baylor,3124,5,0.59486055
397,ucla,3417,2,colorado,3160,5,0.59486055
398,ucla,3417,2,utah,3428,5,0.59486055
399,ucla,3417,2,oklahoma,3328,5,0.59486055
400,ucla,3417,2,tennessee,3397,6,0.59486055
401,ucla,3417,2,nebraska,3304,6,0.59486055
402,ucla,3417,2,syracuse,3393,6,0.59486055
403,ucla,3417,2,louisville,3257,6,0.59486055
404,ucla,3417,2,duke,3181,7,0.59486055
405,ucla,3417,2,ole miss,3279,7,0.59486055
406,ucla,3417,2,creighton,3166,7,0.59486055
407,ucla,3417,2,iowa state,3235,7,0.59486055
408,ucla,3417,2,kansas,3242,8,0.7085597
409,ucla,3417,2,alabama,3104,8,0.7085597
410,ucla,3417,2,north carolina,3314,8,0.7085597
411,ucla,3417,2,west virginia,3452,8,0.7085597
412,ucla,3417,2,michigan,3276,9,0.7085597
413,ucla,3417,2,florida state,3199,9,0.7085597
414,ucla,3417,2,michigan state,3277,9,0.6249492
415,ucla,3417,2,princeton,3343,9,0.7085597
416,ucla,3417,2,richmond,3350,10,0.7085597
417,ucla,3417,2,marquette,3266,10,0.6249492
418,ucla,3417,2,unlv,3424,10,0.7085597
419,ucla,3417,2,maryland,3268,10,0.6249492
420,ucla,3417,2,middle tennessee,3292,11,0.8100989
421,ucla,3417,2,texas a&m,3401,11,0.8100989
422,ucla,3417,2,green bay,3453,11,0.74514097
423,ucla,3417,2,auburn,3120,11,0.8100989
424,ucla,3417,2,arizona,3112,11,0.8100989
425,ucla,3417,2,florida gulf coast,3195,12,0.8100989
426,ucla,3417,2,south dakota state,3355,12,0.8100989
427,ucla,3417,2,columbia,3162,12,0.74514097
428,ucla,3417,2,vanderbilt,3435,12,0.8100989
429,ucla,3417,2,drake,3179,12,0.74514097
430,ucla,3417,2,portland,3339,13,0.8100989
431,ucla,3417,2,fairfield,3193,13,0.74514097
432,ucla,3417,2,marshall,3267,13,0.8100989
433,ucla,3417,2,uc irvine,3414,13,0.8100989
434,ucla,3417,2,chattanooga,3151,14,0.8100989
435,ucla,3417,2,jackson state,3238,14,0.8100989
436,ucla,3417,2,rice,3349,14,0.8100989
437,ucla,3417,2,eastern washington,3186,14,0.8100989
438,ucla,3417,2,maine,3263,15,0.8100989
439,ucla,3417,2,california baptist,3465,15,0.74514097
440,ucla,3417,2,kent state,3245,15,0.8100989
441,ucla,3417,2,norfolk state,3313,15,0.8100989
442,ucla,3417,2,sacred heart,3357,16,0.8100989
443,ucla,3417,2,holy cross,3221,16,0.8100989
444,ucla,3417,2,presbyterian,3342,16,0.8100989
445,ucla,3417,2,drexel,3180,16,0.8100989
446,ucla,3417,2,ut martin,3404,16,0.8100989
447,ucla,3417,2,a&m-corpus christi,3394,16,0.8100989
448,stanford,3390,2,lsu,3261,3,0.6144785
449,stanford,3390,2,uconn,3163,3,0.6144785
450,stanford,3390,2,nc state,3301,3,0.67087656
451,stanford,3390,2,oregon state,3333,3,0.67087656
452,stanford,3390,2,virginia tech,3439,4,0.7006309
453,stanford,3390,2,kansas state,3243,4,0.7006309
454,stanford,3390,2,indiana,3231,4,0.7006309
455,stanford,3390,2,gonzaga,3211,4,0.7006309
456,stanford,3390,2,baylor,3124,5,0.7006309
457,stanford,3390,2,colorado,3160,5,0.7006309
458,stanford,3390,2,utah,3428,5,0.7006309
459,stanford,3390,2,oklahoma,3328,5,0.7006309
460,stanford,3390,2,tennessee,3397,6,0.7006309
461,stanford,3390,2,nebraska,3304,6,0.7006309
462,stanford,3390,2,syracuse,3393,6,0.7006309
463,stanford,3390,2,louisville,3257,6,0.7006309
464,stanford,3390,2,duke,3181,7,0.7006309
465,stanford,3390,2,ole miss,3279,7,0.7006309
466,stanford,3390,2,creighton,3166,7,0.7006309
467,stanford,3390,2,iowa state,3235,7,0.7006309
468,stanford,3390,2,kansas,3242,8,0.77847666
469,stanford,3390,2,alabama,3104,8,0.77847666
470,stanford,3390,2,north carolina,3314,8,0.77847666
471,stanford,3390,2,west virginia,3452,8,0.77847666
472,stanford,3390,2,michigan,3276,9,0.77847666
473,stanford,3390,2,florida state,3199,9,0.77847666
474,stanford,3390,2,michigan state,3277,9,0.70661926
475,stanford,3390,2,princeton,3343,9,0.77847666
476,stanford,3390,2,richmond,3350,10,0.77847666
477,stanford,3390,2,marquette,3266,10,0.70661926
478,stanford,3390,2,unlv,3424,10,0.77847666
479,stanford,3390,2,maryland,3268,10,0.70661926
480,stanford,3390,2,middle tennessee,3292,11,0.8100989
481,stanford,3390,2,texas a&m,3401,11,0.8100989
482,stanford,3390,2,green bay,3453,11,0.74514097
483,stanford,3390,2,auburn,3120,11,0.8100989
484,stanford,3390,2,arizona,3112,11,0.8100989
485,stanford,3390,2,florida gulf coast,3195,12,0.8100989
486,stanford,3390,2,south dakota state,3355,12,0.8100989
487,stanford,3390,2,columbia,3162,12,0.74514097
488,stanford,3390,2,vanderbilt,3435,12,0.8100989
489,stanford,3390,2,drake,3179,12,0.74514097
490,stanford,3390,2,portland,3339,13,0.8100989
491,stanford,3390,2,fairfield,3193,13,0.74514097
492,stanford,3390,2,marshall,3267,13,0.8100989
493,stanford,3390,2,uc irvine,3414,13,0.8100989
494,stanford,3390,2,chattanooga,3151,14,0.8100989
495,stanford,3390,2,jackson state,3238,14,0.8100989
496,stanford,3390,2,rice,3349,14,0.8100989
497,stanford,3390,2,eastern washington,3186,14,0.8100989
498,stanford,3390,2,maine,3263,15,0.8100989
499,stanford,3390,2,california baptist,3465,15,0.74514097
500,stanford,3390,2,kent state,3245,15,0.8100989
501,stanford,3390,2,norfolk state,3313,15,0.8100989
502,stanford,3390,2,sacred heart,3357,16,0.8100989
503,stanford,3390,2,holy cross,3221,16,0.8100989
504,stanford,3390,2,presbyterian,3342,16,0.8100989
505,stanford,3390,2,drexel,3180,16,0.8100989
506,stanford,3390,2,ut martin,3404,16,0.8100989
507,stanford,3390,2,a&m-corpus christi,3394,16,0.8100989
508,lsu,3261,3,uconn,3163,3,0.4705745
509,lsu,3261,3,nc state,3301,3,0.5735278
510,lsu,3261,3,oregon state,3333,3,0.5735278
511,lsu,3261,3,virginia tech,3439,4,0.67087656
512,lsu,3261,3,kansas state,3243,4,0.67087656
513,lsu,3261,3,indiana,3231,4,0.67087656
514,lsu,3261,3,gonzaga,3211,4,0.65405196
515,lsu,3261,3,baylor,3124,5,0.7006309
516,lsu,3261,3,colorado,3160,5,0.7006309
